timestamp,ARIMA,SARIMA,SARIMAX
2025-10-09 20:00:00,0.0,0.0,0.0
2025-10-09 20:30:00,0.0,0.0,0.0
2025-10-09 21:00:00,0.0,0.0,0.0
2025-10-09 21:30:00,0.0,0.0,0.0
2025-10-09 22:00:00,0.0,0.0,0.0
2025-10-09 22:30:00,0.0,0.0,0.0
2025-10-09 23:00:00,0.0,0.0,0.0
2025-10-09 23:30:00,0.0,0.0,0.0
2025-10-10 00:00:00,0.0,0.0,0.0
2025-10-10 00:30:00,0.0,0.0,0.0
2025-10-10 01:00:00,0.0,0.0,0.0
2025-10-10 01:30:00,0.0,0.0,0.0
2025-10-10 02:00:00,0.0,0.0,0.0
2025-10-10 02:30:00,0.0,0.0,0.0
2025-10-10 03:00:00,0.0,0.0,0.0
2025-10-10 03:30:00,0.0,0.0,0.0
2025-10-10 04:00:00,0.0,0.0,0.0
2025-10-10 04:30:00,0.0,0.0,0.0
2025-10-10 05:00:00,0.0,0.0,0.0
2025-10-10 05:30:00,0.0,0.0,0.0
2025-10-10 06:00:00,0.0,0.0,0.0
2025-10-10 06:30:00,0.0,0.0,0.0
2025-10-10 07:00:00,0.0,0.0,0.0
2025-10-10 07:30:00,0.0,0.0,0.0
2025-10-10 08:00:00,0.0,0.0,0.0
2025-10-10 08:30:00,0.0,0.0,0.0
2025-10-10 09:00:00,0.0,0.0,0.0
2025-10-10 09:30:00,0.0,0.0,0.0
2025-10-10 10:00:00,0.0,0.0,0.0
2025-10-10 10:30:00,0.0,0.0,0.0
2025-10-10 11:00:00,0.0,0.0,0.0
2025-10-10 11:30:00,0.0,0.0,0.0
2025-10-10 12:00:00,0.0,0.0,0.0
2025-10-10 12:30:00,0.0,0.0,0.0
2025-10-10 13:00:00,0.0,0.0,0.0
2025-10-10 13:30:00,0.0,0.0,0.0
2025-10-10 14:00:00,0.0,0.0,0.0
2025-10-10 14:30:00,0.0,0.0,0.0
2025-10-10 15:00:00,0.0,0.0,0.0
2025-10-10 15:30:00,0.0,0.0,0.0
2025-10-10 16:00:00,0.0,0.0,0.0
2025-10-10 16:30:00,0.0,0.0,0.0
2025-10-10 17:00:00,0.0,0.0,0.0
2025-10-10 17:30:00,0.0,0.0,0.0
2025-10-10 18:00:00,0.0,0.0,0.0
2025-10-10 18:30:00,0.0,0.0,0.0
2025-10-10 19:00:00,0.0,0.0,0.0
2025-10-10 19:30:00,0.0,0.0,0.0
